obs_id,station_id,station_name,climate_zone,latitude,longitude,elevation_m,timestamp,date,hour_of_day,month,day_of_week,is_weekend,season,temperature_c,feels_like_c,dew_point_c,humidity_pct,pressure_hpa,wind_speed_kmh,wind_direction_deg,wind_gust_kmh,precipitation_mm,precipitation_type,cloud_cover_pct,visibility_km,uv_index,is_thunderstorm,weather_condition,road_surface,outdoor_suitability_score,umbrella_needed,clothing_recommendation,recommendation_headline,recommendation_text
OBS-0006346,WS-002,Sivas Universitesi,semi-arid_continental,39.76,37.055,1300,2025-03-25 09:00:00,2025-03-25,9,3,1,0,spring,4.7,1.6,2.3,84.2,994.0,13.6,159,20.3,0.3,rain,79,16.7,1.1,0,drizzle,wet,6,1,warm_jacket_layers,Light drizzle,Grab an umbrella before heading out. Wear warm jacket layers (feels like 1.6°C).
OBS-0006347,WS-002,Sivas Universitesi,semi-arid_continental,39.76,37.055,1300,2025-03-25 10:00:00,2025-03-25,10,3,1,0,spring,5.9,4.7,1.8,75.0,996.2,6.2,44,8.6,0.1,rain,84,29.7,1.2,0,drizzle,wet,6,1,warm_jacket_layers,Light drizzle,Grab an umbrella before heading out. Wear warm jacket layers (feels like 4.7°C).
OBS-0006348,WS-002,Sivas Universitesi,semi-arid_continental,39.76,37.055,1300,2025-03-25 11:00:00,2025-03-25,11,3,1,0,spring,6.1,5.5,-1.0,60.3,1004.8,4.5,196,6.6,0.1,rain,97,7.6,1.0,0,drizzle,wet,6,1,warm_jacket_layers,Light drizzle,Grab an umbrella before heading out. Wear warm jacket layers (feels like 5.5°C).
OBS-0006349,WS-002,Sivas Universitesi,semi-arid_continental,39.76,37.055,1300,2025-03-25 12:00:00,2025-03-25,12,3,1,0,spring,5.9,3.8,4.1,88.2,998.6,9.9,243,14.5,0.3,rain,60,26.8,2.3,0,drizzle,wet,6,1,warm_jacket_layers,Light drizzle,Grab an umbrella before heading out. Wear warm jacket layers (feels like 3.8°C).
OBS-0006350,WS-002,Sivas Universitesi,semi-arid_continental,39.76,37.055,1300,2025-03-25 13:00:00,2025-03-25,13,3,1,0,spring,5.4,3.3,-0.0,67.9,998.3,9.2,347,13.9,0.2,rain,93,17.8,1.3,0,drizzle,wet,6,1,warm_jacket_layers,Light drizzle,Grab an umbrella before heading out. Wear warm jacket layers (feels like 3.3°C).
OBS-0006351,WS-002,Sivas Universitesi,semi-arid_continental,39.76,37.055,1300,2025-03-25 14:00:00,2025-03-25,14,3,1,0,spring,4.6,0.6,3.3,91.3,1003.3,19.4,5,23.8,0.1,rain,71,24.5,1.9,0,drizzle,wet,6,1,warm_jacket_layers,Light drizzle,Grab an umbrella before heading out. Wear warm jacket layers (feels like 0.6°C).
OBS-0006352,WS-002,Sivas Universitesi,semi-arid_continental,39.76,37.055,1300,2025-03-25 15:00:00,2025-03-25,15,3,1,0,spring,4.5,6.0,-2.1,62.1,1003.9,1.2,116,2.3,0.2,rain,82,14.8,1.5,0,drizzle,wet,6,1,warm_jacket_layers,Light drizzle,Grab an umbrella before heading out. Wear warm jacket layers (feels like 6.0°C).
OBS-0006353,WS-002,Sivas Universitesi,semi-arid_continental,39.76,37.055,1300,2025-03-25 16:00:00,2025-03-25,16,3,1,0,spring,3.6,1.6,-0.0,77.2,1001.1,7.5,171,14.8,0.3,rain,71,22.5,1.6,0,drizzle,wet,6,1,warm_jacket_layers,Light drizzle,Grab an umbrella before heading out. Wear warm jacket layers (feels like 1.6°C).
OBS-0006354,WS-002,Sivas Universitesi,semi-arid_continental,39.76,37.055,1300,2025-03-25 17:00:00,2025-03-25,17,3,1,0,spring,1.1,-0.3,-5.1,63.4,1004.4,5.0,297,8.3,0.1,rain,96,9.5,0.7,0,drizzle,wet,6,1,winter_coat_scarf_gloves,Light drizzle,Grab an umbrella before heading out. Wear winter coat scarf gloves (feels like -0.3°C). Wind chill below freezing — dress warmly.
OBS-0006355,WS-002,Sivas Universitesi,semi-arid_continental,39.76,37.055,1300,2025-03-25 18:00:00,2025-03-25,18,3,1,0,spring,0.2,-1.2,-2.1,84.2,996.5,4.6,204,5.8,0.2,rain,77,27.6,0.8,0,drizzle,wet,6,1,winter_coat_scarf_gloves,Light drizzle,Grab an umbrella before heading out. Wear winter coat scarf gloves (feels like -1.2°C). Wind chill below freezing — dress warmly.
OBS-0006356,WS-002,Sivas Universitesi,semi-arid_continental,39.76,37.055,1300,2025-03-25 19:00:00,2025-03-25,19,3,1,0,spring,-1.7,-4.2,-4.0,84.3,992.5,6.6,302,10.0,0.3,snow,68,25.5,0.5,0,snow,icy,2,0,winter_coat_scarf_gloves,Snowfall,Roads may be slippery — allow extra travel time. Wear winter coat scarf gloves (feels like -4.2°C). Wind chill below freezing — dress warmly.
OBS-0006357,WS-002,Sivas Universitesi,semi-arid_continental,39.76,37.055,1300,2025-03-25 20:00:00,2025-03-25,20,3,1,0,spring,-2.2,-3.5,-5.3,79.3,993.1,4.0,301,7.4,0.1,snow,95,10.5,0.0,0,snow,icy,2,0,winter_coat_scarf_gloves,Snowfall,Roads may be slippery — allow extra travel time. Wear winter coat scarf gloves (feels like -3.5°C). Wind chill below freezing — dress warmly.
OBS-0006358,WS-002,Sivas Universitesi,semi-arid_continental,39.76,37.055,1300,2025-03-25 21:00:00,2025-03-25,21,3,1,0,spring,-3.0,11.3,-8.4,66.0,997.8,0,31,0.0,0.1,snow,82,18.2,0,0,snow,icy,2,0,light_jacket_or_sweater,Snowfall,Roads may be slippery — allow extra travel time. Wear light jacket or sweater (feels like 11.3°C).
OBS-0006359,WS-002,Sivas Universitesi,semi-arid_continental,39.76,37.055,1300,2025-03-25 22:00:00,2025-03-25,22,3,1,0,spring,-4.4,-10.8,-8.2,74.5,997.5,19.9,56,32.1,0.1,snow,88,10.6,0,0,snow,icy,0,0,heavy_winter_coat_gloves_hat,Snowfall,Roads may be slippery — allow extra travel time. Wear heavy winter coat gloves hat (feels like -10.8°C). Dangerously cold wind chill — limit time outdoors.
OBS-0006360,WS-002,Sivas Universitesi,semi-arid_continental,39.76,37.055,1300,2025-03-25 23:00:00,2025-03-25,23,3,1,0,spring,-5.2,-10.0,-10.7,65.2,1003.3,11.6,30,16.0,0.2,snow,76,6.5,0,0,snow,icy,0,0,winter_coat_scarf_gloves,Snowfall,Roads may be slippery — allow extra travel time. Wear winter coat scarf gloves (feels like -10.0°C). Wind chill below freezing — dress warmly.
OBS-0006361,WS-002,Sivas Universitesi,semi-arid_continental,39.76,37.055,1300,2025-03-26 00:00:00,2025-03-26,0,3,2,0,spring,-6.7,-4.6,-17.3,42.6,998.8,0.8,95,1.3,0,none,1,21.4,0,0,clear,dry,8,0,winter_coat_scarf_gloves,Clear skies,Wear winter coat scarf gloves (feels like -4.6°C). Wind chill below freezing — dress warmly.
OBS-0006362,WS-002,Sivas Universitesi,semi-arid_continental,39.76,37.055,1300,2025-03-26 01:00:00,2025-03-26,1,3,2,0,spring,-7.5,-12.4,-15.2,54.1,985.0,10.3,315,19.6,0,none,16,18.5,0,0,clear,dry,6,0,heavy_winter_coat_gloves_hat,Clear skies,Wear heavy winter coat gloves hat (feels like -12.4°C). Dangerously cold wind chill — limit time outdoors.
OBS-0006363,WS-002,Sivas Universitesi,semi-arid_continental,39.76,37.055,1300,2025-03-26 02:00:00,2025-03-26,2,3,2,0,spring,-4.7,-7.0,-10.2,65.5,1003.6,5.1,73,6.3,0,none,4,10.7,0,0,clear,dry,6,0,winter_coat_scarf_gloves,Clear skies,Wear winter coat scarf gloves (feels like -7.0°C). Wind chill below freezing — dress warmly.
OBS-0006364,WS-002,Sivas Universitesi,semi-arid_continental,39.76,37.055,1300,2025-03-26 03:00:00,2025-03-26,3,3,2,0,spring,-5.9,-11.7,-12.8,58.1,1003.4,14.9,243,23.8,0,none,4,9.5,0,0,clear,dry,6,0,heavy_winter_coat_gloves_hat,Clear skies,Wear heavy winter coat gloves hat (feels like -11.7°C). Dangerously cold wind chill — limit time outdoors.
OBS-0006365,WS-002,Sivas Universitesi,semi-arid_continental,39.76,37.055,1300,2025-03-26 04:00:00,2025-03-26,4,3,2,0,spring,-3.5,-8.3,-17.4,33.2,1000.8,12.9,49,24.1,0,none,10,18.7,0,0,clear,dry,6,0,winter_coat_scarf_gloves,Clear skies,Wear winter coat scarf gloves (feels like -8.3°C). Wind chill below freezing — dress warmly.
OBS-0006366,WS-002,Sivas Universitesi,semi-arid_continental,39.76,37.055,1300,2025-03-26 05:00:00,2025-03-26,5,3,2,0,spring,-3.0,11.3,-17.8,30.7,990.5,0,295,0.0,0,none,37,10.9,0,0,clear,dry,8,0,light_jacket_or_sweater,Clear skies,Wear light jacket or sweater (feels like 11.3°C).
OBS-0006367,WS-002,Sivas Universitesi,semi-arid_continental,39.76,37.055,1300,2025-03-26 06:00:00,2025-03-26,6,3,2,0,spring,-0.5,-3.7,-7.0,61.3,1006.8,9.1,346,12.6,0,none,15,19.9,0,0,clear,dry,8,0,winter_coat_scarf_gloves,Clear skies,Wear winter coat scarf gloves (feels like -3.7°C). Wind chill below freezing — dress warmly.
OBS-0006368,WS-002,Sivas Universitesi,semi-arid_continental,39.76,37.055,1300,2025-03-26 07:00:00,2025-03-26,7,3,2,0,spring,0.2,13.2,-9.2,49.3,995.9,0,276,0.0,0,none,14,18.0,0.8,0,clear,dry,10,0,light_jacket_or_sweater,Clear skies,Wear light jacket or sweater (feels like 13.2°C).
OBS-0006369,WS-002,Sivas Universitesi,semi-arid_continental,39.76,37.055,1300,2025-03-26 08:00:00,2025-03-26,8,3,2,0,spring,-1.1,-1.1,-15.3,32.9,990.0,2.4,118,2.9,0,none,2,17.6,1.8,0,clear,dry,8,0,winter_coat_scarf_gloves,Clear skies,Wear winter coat scarf gloves (feels like -1.1°C). Wind chill below freezing — dress warmly.
OBS-0006370,WS-002,Sivas Universitesi,semi-arid_continental,39.76,37.055,1300,2025-03-26 09:00:00,2025-03-26,9,3,2,0,spring,1.7,1.0,-6.7,53.5,998.1,3.7,234,5.3,0,none,0,20.4,2.7,0,clear,dry,10,0,warm_jacket_layers,Clear skies,Wear warm jacket layers (feels like 1.0°C).
OBS-0006371,WS-002,Sivas Universitesi,semi-arid_continental,39.76,37.055,1300,2025-03-26 10:00:00,2025-03-26,10,3,2,0,spring,2.2,1.8,-4.9,59.5,998.0,3.2,271,6.3,0,none,38,11.1,2.4,0,clear,dry,10,0,warm_jacket_layers,Clear skies,Wear warm jacket layers (feels like 1.8°C).
OBS-0006372,WS-002,Sivas Universitesi,semi-arid_continental,39.76,37.055,1300,2025-03-26 11:00:00,2025-03-26,11,3,2,0,spring,2.6,14.7,-5.9,53.5,996.0,0,34,0.0,0,none,4,10.6,3.7,0,clear,dry,10,0,light_jacket_or_sweater,Clear skies,Wear light jacket or sweater (feels like 14.7°C).
OBS-0006373,WS-002,Sivas Universitesi,semi-arid_continental,39.76,37.055,1300,2025-03-26 12:00:00,2025-03-26,12,3,2,0,spring,2.1,-1.6,-10.1,40.0,998.7,13.9,62,18.6,0,none,21,12.0,3.5,0,clear,dry,10,0,winter_coat_scarf_gloves,Clear skies,Wear winter coat scarf gloves (feels like -1.6°C). Wind chill below freezing — dress warmly.
OBS-0006374,WS-002,Sivas Universitesi,semi-arid_continental,39.76,37.055,1300,2025-03-26 13:00:00,2025-03-26,13,3,2,0,spring,2.3,0.1,-10.3,38.9,1004.5,7.4,334,11.0,0,none,16,17.7,3.7,0,clear,dry,10,0,warm_jacket_layers,Clear skies,Wear warm jacket layers (feels like 0.1°C).
OBS-0006375,WS-002,Sivas Universitesi,semi-arid_continental,39.76,37.055,1300,2025-03-26 14:00:00,2025-03-26,14,3,2,0,spring,2.4,1.7,-6.7,51.0,981.6,3.9,52,6.8,0,none,38,27.3,3.0,0,clear,dry,10,0,warm_jacket_layers,Clear skies,Wear warm jacket layers (feels like 1.7°C).
OBS-0006376,WS-002,Sivas Universitesi,semi-arid_continental,39.76,37.055,1300,2025-03-26 15:00:00,2025-03-26,15,3,2,0,spring,2.7,14.8,-9.3,40.9,1005.4,0,304,0.0,0,none,20,15.8,3.3,0,clear,dry,10,0,light_jacket_or_sweater,Clear skies,Wear light jacket or sweater (feels like 14.8°C).
OBS-0006377,WS-002,Sivas Universitesi,semi-arid_continental,39.76,37.055,1300,2025-03-26 16:00:00,2025-03-26,16,3,2,0,spring,0.6,-3.2,-6.3,59.8,997.3,12.8,173,18.7,0,none,8,29.3,3.1,0,clear,dry,10,0,winter_coat_scarf_gloves,Clear skies,Wear winter coat scarf gloves (feels like -3.2°C). Wind chill below freezing — dress warmly.
OBS-0006378,WS-002,Sivas Universitesi,semi-arid_continental,39.76,37.055,1300,2025-03-26 17:00:00,2025-03-26,17,3,2,0,spring,1.1,13.8,-4.2,67.8,999.1,0,115,0.0,0,none,35,14.2,2.0,0,clear,dry,10,0,light_jacket_or_sweater,Clear skies,Wear light jacket or sweater (feels like 13.8°C).
OBS-0006379,WS-002,Sivas Universitesi,semi-arid_continental,39.76,37.055,1300,2025-03-26 18:00:00,2025-03-26,18,3,2,0,spring,-2.1,0.9,-8.0,63.7,1005.6,0.5,339,1.0,0,none,7,8.8,1.8,0,clear,dry,8,0,warm_jacket_layers,Clear skies,Wear warm jacket layers (feels like 0.9°C).
OBS-0006380,WS-002,Sivas Universitesi,semi-arid_continental,39.76,37.055,1300,2025-03-26 19:00:00,2025-03-26,19,3,2,0,spring,-3.6,-7.3,-12.3,50.8,997.3,9.1,103,15.0,0,none,30,7.3,0.7,0,clear,dry,6,0,winter_coat_scarf_gloves,Clear skies,Wear winter coat scarf gloves (feels like -7.3°C). Wind chill below freezing — dress warmly.
OBS-0006381,WS-002,Sivas Universitesi,semi-arid_continental,39.76,37.055,1300,2025-03-26 20:00:00,2025-03-26,20,3,2,0,spring,-2.5,-7.9,-8.1,65.4,992.1,17.1,37,20.8,0,none,22,22.8,0.0,0,clear,dry,6,0,winter_coat_scarf_gloves,Clear skies,Wear winter coat scarf gloves (feels like -7.9°C). Wind chill below freezing — dress warmly.
OBS-0006382,WS-002,Sivas Universitesi,semi-arid_continental,39.76,37.055,1300,2025-03-26 21:00:00,2025-03-26,21,3,2,0,spring,-4.6,-8.8,-18.8,31.9,1003.1,9.9,192,16.4,0,none,17,12.2,0,0,clear,dry,6,0,winter_coat_scarf_gloves,Clear skies,Wear winter coat scarf gloves (feels like -8.8°C). Wind chill below freezing — dress warmly.
OBS-0006383,WS-002,Sivas Universitesi,semi-arid_continental,39.76,37.055,1300,2025-03-26 22:00:00,2025-03-26,22,3,2,0,spring,-5.5,-9.4,-15.5,45.2,1003.1,8.5,315,13.7,0,none,27,11.8,0,0,clear,dry,6,0,winter_coat_scarf_gloves,Clear skies,Wear winter coat scarf gloves (feels like -9.4°C). Wind chill below freezing — dress warmly.
OBS-0006384,WS-002,Sivas Universitesi,semi-arid_continental,39.76,37.055,1300,2025-03-26 23:00:00,2025-03-26,23,3,2,0,spring,-6.5,-4.4,-11.3,68.8,1001.0,0.8,209,1.6,0,none,18,26.1,0,0,clear,dry,8,0,winter_coat_scarf_gloves,Clear skies,Wear winter coat scarf gloves (feels like -4.4°C). Wind chill below freezing — dress warmly.
OBS-0006385,WS-002,Sivas Universitesi,semi-arid_continental,39.76,37.055,1300,2025-03-27 00:00:00,2025-03-27,0,3,3,0,spring,-1.9,-5.3,-7.3,66.5,997.7,9.1,296,14.8,0,none,18,5.6,0,0,clear,dry,6,0,winter_coat_scarf_gloves,Clear skies,Wear winter coat scarf gloves (feels like -5.3°C). Wind chill below freezing — dress warmly.
OBS-0006386,WS-002,Sivas Universitesi,semi-arid_continental,39.76,37.055,1300,2025-03-27 01:00:00,2025-03-27,1,3,3,0,spring,-2.5,-5.2,-10.0,56.2,1001.8,6.7,139,12.9,0,none,35,20.1,0,0,clear,dry,6,0,winter_coat_scarf_gloves,Clear skies,Wear winter coat scarf gloves (feels like -5.2°C). Wind chill below freezing — dress warmly.
OBS-0006387,WS-002,Sivas Universitesi,semi-arid_continental,39.76,37.055,1300,2025-03-27 02:00:00,2025-03-27,2,3,3,0,spring,-1.8,-6.9,-7.9,63.0,997.0,16.2,97,31.1,0,none,23,10.7,0,0,clear,dry,6,0,winter_coat_scarf_gloves,Clear skies,Wear winter coat scarf gloves (feels like -6.9°C). Wind chill below freezing — dress warmly.
OBS-0006388,WS-002,Sivas Universitesi,semi-arid_continental,39.76,37.055,1300,2025-03-27 03:00:00,2025-03-27,3,3,3,0,spring,0.4,13.4,-10.2,44.9,999.5,0,125,0.0,0,none,17,10.5,0,0,clear,dry,10,0,light_jacket_or_sweater,Clear skies,Wear light jacket or sweater (feels like 13.4°C).
OBS-0006389,WS-002,Sivas Universitesi,semi-arid_continental,39.76,37.055,1300,2025-03-27 04:00:00,2025-03-27,4,3,3,0,spring,1.0,-2.2,-9.1,46.7,990.3,10.2,254,16.1,0,none,31,25.3,0,0,clear,dry,10,0,winter_coat_scarf_gloves,Clear skies,Wear winter coat scarf gloves (feels like -2.2°C). Wind chill below freezing — dress warmly.
OBS-0006390,WS-002,Sivas Universitesi,semi-arid_continental,39.76,37.055,1300,2025-03-27 05:00:00,2025-03-27,5,3,3,0,spring,1.8,-0.3,-9.6,42.3,991.1,6.9,61,10.8,0,none,36,11.8,0,0,clear,dry,10,0,winter_coat_scarf_gloves,Clear skies,Wear winter coat scarf gloves (feels like -0.3°C). Wind chill below freezing — dress warmly.
OBS-0006391,WS-002,Sivas Universitesi,semi-arid_continental,39.76,37.055,1300,2025-03-27 06:00:00,2025-03-27,6,3,3,0,spring,2.7,1.0,-11.4,34.4,999.7,6.2,181,8.5,0,none,24,14.0,0,0,clear,dry,10,0,warm_jacket_layers,Clear skies,Wear warm jacket layers (feels like 1.0°C).
OBS-0006392,WS-002,Sivas Universitesi,semi-arid_continental,39.76,37.055,1300,2025-03-27 07:00:00,2025-03-27,7,3,3,0,spring,1.9,1.3,-7.2,50.8,985.7,3.6,136,6.5,0,none,1,15.0,0.9,0,clear,dry,10,0,warm_jacket_layers,Clear skies,Wear warm jacket layers (feels like 1.3°C).
OBS-0006393,WS-002,Sivas Universitesi,semi-arid_continental,39.76,37.055,1300,2025-03-27 08:00:00,2025-03-27,8,3,3,0,spring,5.4,16.5,-2.3,57.7,1005.2,0,302,0.0,0,none,19,23.2,1.6,0,clear,dry,10,0,long_sleeves_light_layer,Clear skies,Wear long sleeves light layer (feels like 16.5°C).
OBS-0006394,WS-002,Sivas Universitesi,semi-arid_continental,39.76,37.055,1300,2025-03-27 09:00:00,2025-03-27,9,3,3,0,spring,6.5,5.4,-4.3,45.9,998.6,6.0,320,10.4,0,none,14,7.5,2.4,0,clear,dry,10,0,warm_jacket_layers,Clear skies,Wear warm jacket layers (feels like 5.4°C).
OBS-0006395,WS-002,Sivas Universitesi,semi-arid_continental,39.76,37.055,1300,2025-03-27 10:00:00,2025-03-27,10,3,3,0,spring,7.0,6.7,-2.3,51.6,1003.2,4.0,96,7.7,0,none,11,23.2,3.1,0,clear,dry,10,0,warm_jacket_layers,Clear skies,Wear warm jacket layers (feels like 6.7°C).
OBS-0006396,WS-002,Sivas Universitesi,semi-arid_continental,39.76,37.055,1300,2025-03-27 11:00:00,2025-03-27,11,3,3,0,spring,7.8,6.1,-3.6,44.2,988.6,9.7,174,15.8,0,none,27,21.6,3.1,0,clear,dry,10,0,warm_jacket_layers,Clear skies,Wear warm jacket layers (feels like 6.1°C).
OBS-0006397,WS-002,Sivas Universitesi,semi-arid_continental,39.76,37.055,1300,2025-03-27 12:00:00,2025-03-27,12,3,3,0,spring,8.2,5.2,0.1,56.7,1001.7,19.2,35,36.6,0,none,26,19.5,3.3,0,clear,dry,10,0,warm_jacket_layers,Clear skies,Wear warm jacket layers (feels like 5.2°C).
OBS-0006398,WS-002,Sivas Universitesi,semi-arid_continental,39.76,37.055,1300,2025-03-27 13:00:00,2025-03-27,13,3,3,0,spring,7.6,4.4,0.1,59.1,994.9,19.5,30,23.9,0,none,27,28.6,3.4,0,clear,dry,10,0,warm_jacket_layers,Clear skies,Wear warm jacket layers (feels like 4.4°C).
OBS-0006399,WS-002,Sivas Universitesi,semi-arid_continental,39.76,37.055,1300,2025-03-27 14:00:00,2025-03-27,14,3,3,0,spring,6.1,5.0,0.8,68.6,1001.3,6.1,252,8.5,0,none,4,27.7,4.0,0,clear,dry,10,0,warm_jacket_layers,Clear skies,Wear warm jacket layers (feels like 5.0°C).
OBS-0006400,WS-002,Sivas Universitesi,semi-arid_continental,39.76,37.055,1300,2025-03-27 15:00:00,2025-03-27,15,3,3,0,spring,7.7,6.7,-1.9,50.5,998.3,6.6,235,8.8,0,none,33,10.6,2.9,0,clear,dry,10,0,warm_jacket_layers,Clear skies,Wear warm jacket layers (feels like 6.7°C).
OBS-0006401,WS-002,Sivas Universitesi,semi-arid_continental,39.76,37.055,1300,2025-03-27 16:00:00,2025-03-27,16,3,3,0,spring,5.0,2.8,-4.3,51.1,995.7,9.2,117,17.1,0,none,22,15.6,2.8,0,clear,dry,10,0,warm_jacket_layers,Clear skies,Wear warm jacket layers (feels like 2.8°C).
OBS-0006402,WS-002,Sivas Universitesi,semi-arid_continental,39.76,37.055,1300,2025-03-27 17:00:00,2025-03-27,17,3,3,0,spring,4.1,4.1,-2.4,62.5,1003.0,3.0,75,5.1,0,none,11,7.3,2.4,0,clear,dry,10,0,warm_jacket_layers,Clear skies,Wear warm jacket layers (feels like 4.1°C).
OBS-0006403,WS-002,Sivas Universitesi,semi-arid_continental,39.76,37.055,1300,2025-03-27 18:00:00,2025-03-27,18,3,3,0,spring,1.8,14.2,-6.0,56.3,992.9,0,293,0.0,0,none,6,6.7,1.8,0,clear,dry,10,0,light_jacket_or_sweater,Clear skies,Wear light jacket or sweater (feels like 14.2°C).
OBS-0006404,WS-002,Sivas Universitesi,semi-arid_continental,39.76,37.055,1300,2025-03-27 19:00:00,2025-03-27,19,3,3,0,spring,1.3,-1.0,-12.0,36.2,1002.3,7.3,180,14.6,0,none,5,11.6,0.9,0,clear,dry,10,0,winter_coat_scarf_gloves,Clear skies,Wear winter coat scarf gloves (feels like -1.0°C). Wind chill below freezing — dress warmly.
OBS-0006405,WS-002,Sivas Universitesi,semi-arid_continental,39.76,37.055,1300,2025-03-27 20:00:00,2025-03-27,20,3,3,0,spring,-0.3,-3.3,-8.2,55.0,992.7,8.8,124,12.1,0,none,26,29.4,0.0,0,clear,dry,8,0,winter_coat_scarf_gloves,Clear skies,Wear winter coat scarf gloves (feels like -3.3°C). Wind chill below freezing — dress warmly.
OBS-0006406,WS-002,Sivas Universitesi,semi-arid_continental,39.76,37.055,1300,2025-03-27 21:00:00,2025-03-27,21,3,3,0,spring,-1.5,-2.2,-8.3,59.6,989.5,3.1,263,5.7,0,none,28,9.9,0,0,clear,dry,8,0,winter_coat_scarf_gloves,Clear skies,Wear winter coat scarf gloves (feels like -2.2°C). Wind chill below freezing — dress warmly.
OBS-0006407,WS-002,Sivas Universitesi,semi-arid_continental,39.76,37.055,1300,2025-03-27 22:00:00,2025-03-27,22,3,3,0,spring,-1.8,-4.6,-12.0,45.4,1001.1,7.3,206,14.4,0,none,17,26.0,0,0,clear,dry,8,0,winter_coat_scarf_gloves,Clear skies,Wear winter coat scarf gloves (feels like -4.6°C). Wind chill below freezing — dress warmly.
OBS-0006408,WS-002,Sivas Universitesi,semi-arid_continental,39.76,37.055,1300,2025-03-27 23:00:00,2025-03-27,23,3,3,0,spring,-1.8,12.0,-14.0,38.8,997.1,0,3,0.0,0,none,0,21.7,0,0,clear,dry,8,0,light_jacket_or_sweater,Clear skies,Wear light jacket or sweater (feels like 12.0°C).
OBS-0006409,WS-002,Sivas Universitesi,semi-arid_continental,39.76,37.055,1300,2025-03-28 00:00:00,2025-03-28,0,3,4,0,spring,-2.9,-7.0,-4.9,86.1,991.3,10.8,64,13.1,0.6,snow,62,19.8,0,0,snow,icy,0,0,winter_coat_scarf_gloves,Snowfall,Roads may be slippery — allow extra travel time. Wear winter coat scarf gloves (feels like -7.0°C). Wind chill below freezing — dress warmly.
OBS-0006410,WS-002,Sivas Universitesi,semi-arid_continental,39.76,37.055,1300,2025-03-28 01:00:00,2025-03-28,1,3,4,0,spring,-3.4,-1.9,-10.0,60.1,998.8,1.1,339,1.8,0.6,snow,65,7.6,0,0,snow,icy,2,0,winter_coat_scarf_gloves,Snowfall,Roads may be slippery — allow extra travel time. Wear winter coat scarf gloves (feels like -1.9°C). Wind chill below freezing — dress warmly.
OBS-0006411,WS-002,Sivas Universitesi,semi-arid_continental,39.76,37.055,1300,2025-03-28 02:00:00,2025-03-28,2,3,4,0,spring,-2.0,-5.8,-6.1,73.5,997.5,10.5,333,18.4,0.0,none,86,11.5,0,0,cloudy,dry,6,0,winter_coat_scarf_gloves,Overcast,Wear winter coat scarf gloves (feels like -5.8°C). Wind chill below freezing — dress warmly.
OBS-0006412,WS-002,Sivas Universitesi,semi-arid_continental,39.76,37.055,1300,2025-03-28 03:00:00,2025-03-28,3,3,4,0,spring,-0.7,-4.1,-3.3,82.4,993.9,9.9,41,13.8,0.2,snow,90,14.3,0,0,snow,icy,2,0,winter_coat_scarf_gloves,Snowfall,Roads may be slippery — allow extra travel time. Wear winter coat scarf gloves (feels like -4.1°C). Wind chill below freezing — dress warmly.
OBS-0006413,WS-002,Sivas Universitesi,semi-arid_continental,39.76,37.055,1300,2025-03-28 04:00:00,2025-03-28,4,3,4,0,spring,-0.5,-3.7,-4.4,75.0,989.7,9.3,348,14.0,0.4,snow,70,28.1,0,0,snow,icy,2,0,winter_coat_scarf_gloves,Snowfall,Roads may be slippery — allow extra travel time. Wear winter coat scarf gloves (feels like -3.7°C). Wind chill below freezing — dress warmly.
OBS-0006414,WS-002,Sivas Universitesi,semi-arid_continental,39.76,37.055,1300,2025-03-28 05:00:00,2025-03-28,5,3,4,0,spring,1.0,-2.5,-5.5,62.0,992.6,11.8,0,15.0,0.5,rain,91,27.9,0,0,drizzle,wet,6,1,winter_coat_scarf_gloves,Light drizzle,Grab an umbrella before heading out. Wear winter coat scarf gloves (feels like -2.5°C). Wind chill below freezing — dress warmly.
OBS-0006415,WS-002,Sivas Universitesi,semi-arid_continental,39.76,37.055,1300,2025-03-28 06:00:00,2025-03-28,6,3,4,0,spring,2.8,2.4,-2.5,67.9,995.6,3.4,51,6.6,0.7,rain,95,20.6,0,0,drizzle,wet,6,1,warm_jacket_layers,Light drizzle,Grab an umbrella before heading out. Wear warm jacket layers (feels like 2.4°C).
OBS-0006416,WS-002,Sivas Universitesi,semi-arid_continental,39.76,37.055,1300,2025-03-28 07:00:00,2025-03-28,7,3,4,0,spring,4.8,0.4,-1.9,62.0,997.2,23.3,171,35.2,0.3,rain,79,18.8,0.4,0,drizzle,wet,6,1,warm_jacket_layers,Light drizzle,Grab an umbrella before heading out. Wear warm jacket layers (feels like 0.4°C).
OBS-0006417,WS-002,Sivas Universitesi,semi-arid_continental,39.76,37.055,1300,2025-03-28 08:00:00,2025-03-28,8,3,4,0,spring,4.2,0.2,1.2,80.9,1005.1,19.1,358,29.5,0.8,rain,80,14.0,0.7,0,drizzle,wet,6,1,warm_jacket_layers,Light drizzle,Grab an umbrella before heading out. Wear warm jacket layers (feels like 0.2°C).
OBS-0006418,WS-002,Sivas Universitesi,semi-arid_continental,39.76,37.055,1300,2025-03-28 09:00:00,2025-03-28,9,3,4,0,spring,5.3,6.1,3.9,90.7,998.9,2.0,41,2.7,0.6,rain,64,13.2,1.4,0,drizzle,wet,6,1,warm_jacket_layers,Light drizzle,Grab an umbrella before heading out. Wear warm jacket layers (feels like 6.1°C).
